"category","main_name","main_image","product_name","brewing_quantity","brewing_time","brewing_tem","sizes_img","sizes_unit","sizes_price","images","description","ingredients_detail","main_price"
"Chai","Oh My Chai","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw41130a28/images/products/1906/T145AK494_oh-my-chai_p2.png?sw=262&sh=262&sm=fit","Oh My Chai","","","","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw41130a28/images/products/1906/T145AK494_oh-my-chai_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwedd7201f/images/products/1906/T145AK494_oh-my-chai_p3.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5351c93e/images/products/1906/T145AK494_oh-my-chai_p1.png?sw=100&sh=100&sm=fit']","Net Wt 60g / 2.1oz  A moment’s pause for you and your best chai chum! Two speckled turquoise tumblers and a gold infuser join a couple of scrumptious T2 chai blends. Chang Mai Chai serves up delightfully lemongrassy notes, while Sulawesi Sling is a caramelised-pineapple spin on the spiced tea time classic.   Contains: 2 x Loose Leaf Flavoured Tea Mini Cubes, 2 x Limited Edition Stoneware Tumblers, 1 x Stainless Steel Infuser","+Chang Mai Chai: Black tea, lemongrass, cinnamon, liquorice root, cardamon, natural and artificial flavouring +Sulawesi Sling: Black tea, cinnamon, ginger, pineapple (pineapple, sugar, acidifier E330), caramel pieces (condensed , sugar, glucose syrup, butterfat, sorbitol syrup, emulsifier mono and diglycerides of fatty acids), natural & artificial flavouring, pepper","A$50.00"
"Oolong Tea","Oolong Chocolate Chai Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwcad6c75c/images/UXProject/new-tea-images/T105AE017_oolong-chocolate-chai_r1.jpg?sw=262&sh=262&sm=fit","Oolong Chocolate Chai Loose Leaf Gift Cube","1 tsp per cup","3-6 mins","90°C (194°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw59c40c89/images/products/T105AE017_oolong-chocolate-chai_sha1.png?sw=55&sh=55&sm=fit']","['Cube 100g-3.5oz']","['A$18.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw59c40c89/images/products/T105AE017_oolong-chocolate-chai_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwcad6c75c/images/UXProject/new-tea-images/T105AE017_oolong-chocolate-chai_r1.jpg?sw=100&sh=100&sm=fit']","A chocolaty, cinnamony, gingery, oolong combination laced with pepper. An intriguing sweet, bright and spicy flavour.Enjoy with: Perfect on its own or with a dash of milk.Store in a cool, dry place.","Oolong tea (43%), cocoa husk, ginger, cinnamon, cardamom, clove, chocolate chips (4%) (sugar, cocoa, lecithin: E322 ), black pepper, natural and artificial flavouring",""
"Oolong Tea","Oolong Fresh Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweccd0b74/images/UXProject/new-tea-images/T105AE013_oolong-fresh_r1.jpg?sw=262&sh=262&sm=fit","Oolong Fresh Loose Leaf Gift Cube","1 tsp per cup","3-6 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw496c525d/images/products/T105AE013_oolong-fresh_sha1.png?sw=55&sh=55&sm=fit']","['Cube 50g-1.7oz']","['A$18.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw496c525d/images/products/T105AE013_oolong-fresh_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweccd0b74/images/UXProject/new-tea-images/T105AE013_oolong-fresh_r1.jpg?sw=100&sh=100&sm=fit']","The bright, spearminty flavour balances beautifully with the nutty, fruity characteristics of the oolong. Yum!Enjoy with: Perfect on its own.Store in a cool, dry place.","Oolong tea, spearmint, natural flavouring",""
"Oolong Tea","Oolong Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0632ea60/images/UXProject/new-tea-images/T105AE003_oolong_r1.jpg?sw=262&sh=262&sm=fit","Oolong Loose Leaf Gift Cube","1 tsp per cup","3-6 mins","90°C (194°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2cc12161/images/products/T105AE003_oolong_sha1.png?sw=55&sh=55&sm=fit']","['Cube 100g-3.5oz']","['A$12.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2cc12161/images/products/T105AE003_oolong_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw0632ea60/images/UXProject/new-tea-images/T105AE003_oolong_r1.jpg?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8f34392b/images/products/2020 Aug/Oolong_OB_2_1500x1500.jpg?sw=100&sh=100&sm=fit']","A semi-oxidised oolong tea with a light delicate nutty flavour and fruity aroma. Gentle on the palate and perfect as an afternoon tea or with a meal.Enjoy with: Perfect on its own.Store in a cool, dry place.","Oolong tea",""
"Organic Tea","Organic Beauty Queen 50g Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweeb0ddad/images/T115AI089_beauty-queen_r1.jpg?sw=262&sh=262&sm=fit","Organic Beauty Queen 50g Gift Cube","1 tsp per cup","2-3 min","80°c (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw25d62477/images/T115AE089_organic-beauty-queen_p1.png?sw=55&sh=55&sm=fit']","['Cube 50g-1.7oz']","['A$18.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw25d62477/images/T115AE089_organic-beauty-queen_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dweeb0ddad/images/T115AI089_beauty-queen_r1.jpg?sw=100&sh=100&sm=fit']","Glow you good thing!  If beauty lies within, then this tea's drop dead gorgeous. The perfect addition to your daily ritual, this blend is rich with skin-loving ingredients like green tea, jasmine, nettle leaves, liquorice root and moringa. Sip and let this beautifying blend leave you feeling flawless. Enjoy hot or cold, on its own. Store in a cool, dry place.","100% certified organic ingredients: Green tea, ginger, cardamon,  root, moringa, spearmint, peppermint, rose petals, nettle leaves, burdock root, jasmine",""
"Organic Tea","Organic Chai Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwae3922d4/images/UXProject/new-tea-images/T125AE006_organic-chai_r1.jpg?sw=262&sh=262&sm=fit","Organic Chai Loose Leaf Gift Cube","1 tsp per cup","2-4 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw068cb408/images/products/T125AE006_organic-chai_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw41c2a8a6/images/products/T125AG005_organic-chai_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw93e94896/images/products/T125AI006_organic-chai_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw068cb408/images/products/T125AE006_organic-chai_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwae3922d4/images/UXProject/new-tea-images/T125AE006_organic-chai_r1.jpg?sw=100&sh=100&sm=fit']","Complex, spicy and incredibly tasty, our certified organic signature chai blend is a unique classic. Perfect to wrap your hands around on a chilly afternoon. Traditionally brewed with milk and honey.Store in a cool, dry place.","100% certified organic ingredients: Black tea, cloves, cardamon, cinnamon, star anise, ginger",""
"Organic Tea","Organic Japanese Sencha Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfb347c67/images/UXProject/new-tea-images/T110AE029_organic-japanese-sencha_r1.jpg?sw=262&sh=262&sm=fit","Organic Japanese Sencha Loose Leaf Gift Cube","1 tsp per cup","1-3 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw73d4968c/images/products/T110AE029_organic-japanese-sencha_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw11ab8424/images/products/T110AG017_organic-japanese-sencha_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz']","['A$18.00', 'A$40.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw73d4968c/images/products/T110AE029_organic-japanese-sencha_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwfb347c67/images/UXProject/new-tea-images/T110AE029_organic-japanese-sencha_r1.jpg?sw=100&sh=100&sm=fit']","Allow this 100% certified organic traditional tea of Japan to lift your spirits day or night with a fresh, clean yet subtly powerful brew. The taste is grassy green and oh so vibrant.Enjoy with: Perfect on its own.Store in a cool, dry place.","100% certified organic ingredients: Green tea",""
"Organic Tea","Organic Lemongrass and Ginger Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw11e267c9/images/products/2020 May/T140AG003_Organic_Lemongrass_Ginger_Digitized_Packaging.png?sw=262&sh=262&sm=fit","Organic Lemongrass and Ginger Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwaec379ea/images/products/2020 May/T140AE002_Organic_Lemongrass_Ginger_Digitized_Packaging.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw7af9e024/images/products/B140AG028_organic-lemongrass-ginger_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwdc2b7cec/images/products/2020 May/T140AI005_Organic_Lemongrass_Ginger_Digitized_Packaging.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$12.00', 'A$27.00', 'A$29.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwaec379ea/images/products/2020 May/T140AE002_Organic_Lemongrass_Ginger_Digitized_Packaging.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw58197679/images/UXProject/new-tea-images/T140AE002_organic-lemongrass-and-ginger_r1.jpg?sw=100&sh=100&sm=fit']","Sniffles be gone!  Lemongrass and ginger are traditionally thought to have stacks of cold busting properties.  With a hint of zest and a whole lot of spicy bright lemongrass – this 100% certified organic brew smacks you sideways with a refreshing sensation that's as vibrant as it is engaging. Pucker up!Enjoy with: Perfect on its own or with a drizzle of honeyStore in a cool, dry place.","100% certified organic ingredients: Ginger, lemongrass",""
"Organic Tea","Organic Lemongrass and Ginger Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8cd01030/images/products/2020 May/B140AE020_Organic_Lemongrass_Ginger_Tbag_Digitized_Packaging.png?sw=262&sh=262&sm=fit","Organic Lemongrass and Ginger Teabag Gift Cube","1 bag per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8cd01030/images/products/2020 May/B140AE020_Organic_Lemongrass_Ginger_Tbag_Digitized_Packaging.png?sw=100&sh=100&sm=fit']","Sniffles be gone!  Lemongrass and ginger are traditionally thought to have stacks of cold busting properties.  With a hint of zest and a whole lot of spicy bright lemongrass – this 100% certified organic brew smacks you sideways with a refreshing sensation that's as vibrant as it is engaging. Pucker up!Enjoy with: Perfect on its own or with a drizzle of honeyStore in a cool, dry place.","100% certified organic ingredients: Ginger, lemongrass","A$12.00"
"Organic Tea","Organic Peppermint Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd20488cc/images/UXProject/new-tea-images/T140AE006_organic-peppermint_r1.jpg?sw=262&sh=262&sm=fit","Organic Peppermint Loose Leaf Gift Cube","1 tsp per cup","2-3 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1d066609/images/products/T140AE006_organic-peppermint_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwa4a193fd/images/products/T140AG007_organic-peppermint_sha1.png?sw=100&sh=100&sm=fit']","['Cube 50g-1.7oz', 'Foil 120g-4.2oz']","['A$12.00', 'A$27.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1d066609/images/products/T140AE006_organic-peppermint_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd20488cc/images/UXProject/new-tea-images/T140AE006_organic-peppermint_r1.jpg?sw=100&sh=100&sm=fit']","Settle your belly. Our lush 100% certified organic peppermint leaves create a bright infusion, hot or cold. A well-rounded flavour captures the sweet essence of all things minty with a cool lingering aroma to freshen your day.A bright and golden-green infusion with powerful aroma and a sensationally minty, sweet, smooth taste. Clean, fresh, uplifting and vibrant.Enjoy hot on its own.Store in a cool, dry place.","100% certified organic ingredients: Peppermint",""
"Organic Tea","Organic Peppermint Teabag Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4d6dfead/images/products/2020 May/B140AE022_Organic_Peppermint_Tbag_Digitized_Packaging.png?sw=262&sh=262&sm=fit","Organic Peppermint Teabag Gift Cube","1 bag per cup","2-3 mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw4d6dfead/images/products/2020 May/B140AE022_Organic_Peppermint_Tbag_Digitized_Packaging.png?sw=100&sh=100&sm=fit']","Settle your belly. Our lush 100% certified organic peppermint leaves create a bright infusion, hot or cold. A well-rounded flavour captures the sweet essence of all things minty with a cool lingering aroma to freshen your day.A bright and golden-green infusion with powerful aroma and a sensationally minty, sweet, smooth taste. Clean, fresh, uplifting and vibrant.Enjoy hot on its own.Store in a cool, dry place.","Peppermint","A$12.00"
"Fruit Tea (Tisane)","Packs A Peach Loose Leaf Everyday Refill","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8a080ae4/images/UXProject/new-tea-images/T130AE057_packs-a-peach_r1.jpg?sw=262&sh=262&sm=fit","Packs A Peach Loose Leaf Everyday Refill","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf7575bdb/images/products/T130AI050_Packs_A_Peach_Digitized_Packaging.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw04adf78d/images/Packs A Peach_Foil.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9cf80020/images/products/T130AE057_packs-a-peach_sha1.png?sw=55&sh=55&sm=fit']","['Tin 250g-8.8oz', 'Foil 250g-8.8oz', 'Cube 100g-3.5oz']","['A$38.00', 'A$36.00', 'A$16.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw04adf78d/images/Packs A Peach_Foil.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw8a080ae4/images/UXProject/new-tea-images/T130AE057_packs-a-peach_r1.jpg?sw=100&sh=100&sm=fit']","It's all peachy with this succulent blend of lip smacking flavours. This sweet brew sings of peach, papaya, apple and roasted chicory, creating a soft combo that really packs a peach. Also great iced.Enjoy with: Perfect on its own.Store in a cool, dry place.","Apple, white hibiscus, papaya cubes (papaya, sugar), sweet blackberry leaves, peach (6.5%), chicory root roasted, natural and artificial flavouring, marigold petals, acidifier (E330)",""
"Perfect For Iced Tea","Packs a Peach Loose Leaf Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe3fea37f/images/products/060120/T130AI080_packs-a-peach-icon-tin-2020_p2.png?sw=262&sh=262&sm=fit","Packs a Peach Loose Leaf Icon Tin","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwe3fea37f/images/products/060120/T130AI080_packs-a-peach-icon-tin-2020_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw5db2f9e2/images/products/060120/T130AI080_packs-a-peach-icon-tin-2020_p1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw9519be7a/images/products/2020 Aug/PacksAPeach_Iconic_1_1500x1500.jpg?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  It's all peachy with this succulent blend of lip smacking flavours. This sweet brew sings of peach, papaya, apple and roasted chicory, creating a soft combo that really packs a peach. Also great iced.","Apple, white hibiscus, papaya cubes (papaya, sugar), sweet blackberry leaves, peach (6.5%), chicory root roasted, natural and artificial flavouring, marigold petals, acidifier (E330)","A$22.00"
"White Tea","Pai Mu Tan Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwecc00d2e/images/UXProject/new-teaware-images/T100AE010_pai-mu-tan_r1.jpg?sw=262&sh=262&sm=fit","Pai Mu Tan Loose Leaf Gift Cube","1 tsp per cup","4-6 mins","80°C (176°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwbb4e6c92/images/products/T100AE010_pai-mu-tan_sha1.png?sw=55&sh=55&sm=fit']","['Cube 50g-1.7oz']","['A$18.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwbb4e6c92/images/products/T100AE010_pai-mu-tan_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwecc00d2e/images/UXProject/new-teaware-images/T100AE010_pai-mu-tan_r1.jpg?sw=100&sh=100&sm=fit']","This rare white tea is made from small and delicate buds and leaves plucked in early spring. Full leafed and white in colour, pale and elegant when infused. Distinctly floral and smooth on the palate.Enjoy with: Perfect on its own.Store in a cool, dry place.","White tea",""
"Chocolate, Indulgent & Sweet Tea","Poppin' Praline  Loose Leaf Feature Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf76785ac/images/products/2020 July/T126AE013_poppin-praline_p2.png?sw=262&sh=262&sm=fit","Poppin' Praline Loose Leaf Feature Cube","1 tsp per cup","2-4mins","100°C / 212°F","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf76785ac/images/products/2020 July/T126AE013_poppin-praline_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwd1be415f/images/products/2020 July/T126AE013_poppin_praline_r1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw2cd01424/images/products/2020 July/Mobile_Featured-1_Poppin-praline_@2x.jpg?sw=100&sh=100&sm=fit']","Net Wt 120g / 4.2oz  Take a stroll through a sweet, rich and decadent landscape of hazelnut flavours, bound to surprise and delight. Familiar yet tantalisingly new, this smooth, robust brew can be enjoyed iced or hot and is pure indulgence in a cup.","Black tea, cocoa beans, cocoa husks, ,  brittle (sugar, , invert sugar), natural and artifical flavouring","A$26.00"
"Fruit Tea (Tisane)","Pumping Pomegranate Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw52067588/images/UXProject/new-tea-images/T130AE030_pumping-pomegranate_r1.jpg?sw=262&sh=262&sm=fit","Pumping Pomegranate Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw354dbd8f/images/products/T130AE030_pumping-pomegranate_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw145b5e97/images/products/T130AG026_pumping-pomegranate_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwf2ca12e7/images/products/T130AI031_pumping-pomegranate_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw354dbd8f/images/products/T130AE030_pumping-pomegranate_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw52067588/images/UXProject/new-tea-images/T130AE030_pumping-pomegranate_r1.jpg?sw=100&sh=100&sm=fit']","The essence of the Grand Bazaar, Istanbul. A sweet, tangy and mystical flavour, this tea will take you on a flavour journey with its many surprises.Enjoy with: Perfect on its own.Store in a cool, dry place.","Apple, hibiscus, rosehip, pomegranate petals (4%), natural and artificial flavouring, safflower petals",""
"Perfect For Iced Tea","Pumping Pomegranate Loose Leaf Icon Tin","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1a4eef34/images/products/060120/T130AI082_pumping-pomegranate-icon-tin-2020_p2.png?sw=262&sh=262&sm=fit","Pumping Pomegranate Loose Leaf Icon Tin","1 tsp per cup","3-5 mins","100°C (212°F)","[]","[]","[]","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1a4eef34/images/products/060120/T130AI082_pumping-pomegranate-icon-tin-2020_p2.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw472c96b9/images/products/060120/T130AI082_pumping-pomegranate-icon-tin-2020_p1.png?sw=100&sh=100&sm=fit']","Net Wt. 100g / 3.5oz  The essence of the Grand Bazaar, Istanbul. A sweet, tangy and mystical flavour, this tea will take you on a flavour journey with its many surprises.","Apple, hibiscus, rosehip, elderberry, natural and artificial flavouring, pomegranate seed (2%)","A$22.00"
"African Rooibos & Honeybush Tea","Red (Rooibos) Loose Leaf Gift Cube","https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1c04c863/images/UXProject/new-tea-images/T135AE003_rooibos_r1.jpg?sw=262&sh=262&sm=fit","Red (Rooibos) Loose Leaf Gift Cube","1 tsp per cup","3-5 mins","100°C (212°F)","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwc6c66698/images/products/T135AE004_red-rooibos_sha1.png?sw=55&sh=55&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw623432cc/images/products/T135AG003_red-rooibos_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw3fe5ed12/images/products/T135AI004_red-rooibos_sha1.png?sw=100&sh=100&sm=fit']","['Cube 100g-3.5oz', 'Foil 250g-8.8oz', 'Tin 250g-8.8oz']","['A$16.00', 'A$36.00', 'A$38.00']","['https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dwc6c66698/images/products/T135AE004_red-rooibos_sha1.png?sw=100&sh=100&sm=fit', 'https://www.t2tea.com/dw/image/v2/AASF_PRD/on/demandware.static/-/Sites-masterCatalog_t2/default/dw1c04c863/images/UXProject/new-tea-images/T135AE003_rooibos_r1.jpg?sw=100&sh=100&sm=fit']","Long live longevity! Rooibos is thought to be loaded with antioxidants, meaning it could be great for boosting imuunity.Enjoy this favourite South African brew any time. Light and easy to drink, a perfect after dinner delight as it is caffeine free.Enjoy hot on its own or with a dash of milk of choice.Store in a cool, dry place.","Rooibos",""
